"","Observation Number","Cluster_Membership"
"10747",10747,7
"10748",10748,7
"10749",10749,7
"10750",10750,7
"10751",10751,7
"10752",10752,7
"10753",10753,7
"10754",10754,7
"10755",10755,4
"10756",10756,7
"10757",10757,7
"10758",10758,7
"10759",10759,7
"10760",10760,7
"10761",10761,7
"10762",10762,7
"10763",10763,7
"10764",10764,7
"10765",10765,7
"10766",10766,7
"10767",10767,7
"10768",10768,7
"10769",10769,7
"10770",10770,7
"10771",10771,7
"10772",10772,7
"10773",10773,7
"10774",10774,7
"10775",10775,7
"10776",10776,7
"10777",10777,7
"10778",10778,7
"10779",10779,7
"10780",10780,7
"10781",10781,7
"10782",10782,7
"10783",10783,7
"10784",10784,7
"10785",10785,7
"10786",10786,7
"10787",10787,7
"10788",10788,7
"10789",10789,7
"10790",10790,7
"10791",10791,7
"10792",10792,7
"10793",10793,1
"10794",10794,1
"10795",10795,1
"10796",10796,1
"10797",10797,1
"10798",10798,1
"10799",10799,1
"10800",10800,1
"10801",10801,1
"10802",10802,1
"10803",10803,1
"10804",10804,1
"10805",10805,1
"10806",10806,1
"10807",10807,1
"10808",10808,1
"10809",10809,1
"10810",10810,1
"10811",10811,1
"10812",10812,1
"10813",10813,1
"10814",10814,1
"10815",10815,1
"10816",10816,1
"10817",10817,1
"10818",10818,1
"10819",10819,1
"10820",10820,1
"10821",10821,1
"10822",10822,1
"10823",10823,1
"10824",10824,1
"10825",10825,6
"10826",10826,6
"10827",10827,6
"10828",10828,6
"10829",10829,6
"10830",10830,6
"10831",10831,6
"10832",10832,6
"10833",10833,6
"10834",10834,6
"10835",10835,6
"10836",10836,6
"10837",10837,6
"10838",10838,6
"10839",10839,6
"10840",10840,6
"10841",10841,8
"10842",10842,8
"10843",10843,8
"10844",10844,8
"10845",10845,8
"10846",10846,8
"10847",10847,8
"10848",10848,8
"10849",10849,8
"10850",10850,8
"10851",10851,8
"10852",10852,8
"10853",10853,8
"10854",10854,8
"10855",10855,8
"10856",10856,8
"10857",10857,9
"10858",10858,9
"10859",10859,9
"10860",10860,9
"10861",10861,9
"10862",10862,9
"10863",10863,9
"10864",10864,9
"10865",10865,9
"10866",10866,9
"10867",10867,9
"10868",10868,9
"10869",10869,9
"10870",10870,9
"10871",10871,9
"10872",10872,9
"10873",10873,4
"10874",10874,4
"10875",10875,4
"10876",10876,4
"10877",10877,4
"10878",10878,4
"10879",10879,4
"10880",10880,4
"10881",10881,4
"10882",10882,4
"10883",10883,4
"10884",10884,4
"10885",10885,4
"10886",10886,4
"10887",10887,4
"10888",10888,4
"10889",10889,8
"10890",10890,8
"10891",10891,8
"10892",10892,8
"10893",10893,8
"10894",10894,8
"10895",10895,8
"10896",10896,8
"10897",10897,8
"10898",10898,8
"10899",10899,8
"10900",10900,8
"10901",10901,8
"10902",10902,8
"10903",10903,8
"10904",10904,8
"10905",10905,4
"10906",10906,4
"10907",10907,4
"10908",10908,4
"10909",10909,4
"10910",10910,4
"10911",10911,4
"10912",10912,4
"10913",10913,4
"10914",10914,4
"10915",10915,4
"10916",10916,4
"10917",10917,4
"10918",10918,4
"10919",10919,4
"10920",10920,4
"10921",10921,6
"10922",10922,6
"10923",10923,6
"10924",10924,6
"10925",10925,6
"10926",10926,6
"10927",10927,6
"10928",10928,6
"10929",10929,6
"10930",10930,6
"10931",10931,6
"10932",10932,6
"10933",10933,6
"10934",10934,6
"10935",10935,6
"10936",10936,6
"10937",10937,4
"10938",10938,4
"10939",10939,4
"10940",10940,4
"10941",10941,4
"10942",10942,4
"10943",10943,4
"10944",10944,4
"10945",10945,4
"10946",10946,4
"10947",10947,4
"10948",10948,4
"10949",10949,4
"10950",10950,4
"10951",10951,4
"10952",10952,4
"10953",10953,9
"10954",10954,9
"10955",10955,9
"10956",10956,9
"10957",10957,9
"10958",10958,9
"10959",10959,9
"10960",10960,9
"10961",10961,9
"10962",10962,9
"10963",10963,9
"10964",10964,9
"10965",10965,9
"10966",10966,9
"10967",10967,9
"10968",10968,9
"10969",10969,7
"10970",10970,7
"10971",10971,7
"10972",10972,7
"10973",10973,7
"10974",10974,7
"10975",10975,7
"10976",10976,7
"10977",10977,7
"10978",10978,7
"10979",10979,7
"10980",10980,7
"10981",10981,7
"10982",10982,7
"10983",10983,7
"10984",10984,7
"10985",10985,7
"10986",10986,7
"10987",10987,7
"10988",10988,7
"10989",10989,7
"10990",10990,7
"10991",10991,7
"10992",10992,7
"10993",10993,7
"10994",10994,7
"10995",10995,7
"10996",10996,7
"10997",10997,7
"10998",10998,7
"10999",10999,7
"11000",11000,7
"11001",11001,1
"11002",11002,1
"11003",11003,1
"11004",11004,1
"11005",11005,1
"11006",11006,1
"11007",11007,1
"11008",11008,1
"11009",11009,1
"11010",11010,1
"11011",11011,1
"11012",11012,1
"11013",11013,1
"11014",11014,1
"11015",11015,1
"11016",11016,1
"11017",11017,6
"11018",11018,6
"11019",11019,6
"11020",11020,6
"11021",11021,6
"11022",11022,6
"11023",11023,6
"11024",11024,6
"11025",11025,6
"11026",11026,6
"11027",11027,6
"11028",11028,6
"11029",11029,6
"11030",11030,6
"11031",11031,6
"11032",11032,6
"11033",11033,2
"11034",11034,2
"11035",11035,2
"11036",11036,2
"11037",11037,2
"11038",11038,2
"11039",11039,2
"11040",11040,2
"11041",11041,2
"11042",11042,2
"11043",11043,2
"11044",11044,2
"11045",11045,2
"11046",11046,2
"11047",11047,2
"11048",11048,2
"11049",11049,2
"11050",11050,2
"11051",11051,2
"11052",11052,2
"11053",11053,2
"11054",11054,2
"11055",11055,2
"11056",11056,2
"11057",11057,2
"11058",11058,2
"11059",11059,2
"11060",11060,2
"11061",11061,2
"11062",11062,2
"11063",11063,2
"11064",11064,2
"11065",11065,6
"11066",11066,6
"11067",11067,6
"11068",11068,6
"11069",11069,6
"11070",11070,5
"11071",11071,6
"11072",11072,6
"11073",11073,6
"11074",11074,6
"11075",11075,6
"11076",11076,6
"11077",11077,6
"11078",11078,5
"11079",11079,6
"11080",11080,6
"11081",11081,7
"11082",11082,7
"11083",11083,7
"11084",11084,7
"11085",11085,9
"11086",11086,7
"11087",11087,7
"11088",11088,7
"11089",11089,7
"11090",11090,7
"11091",11091,7
"11092",11092,7
"11093",11093,9
"11094",11094,7
"11095",11095,7
"11096",11096,7
"11097",11097,9
"11098",11098,9
"11099",11099,9
"11100",11100,9
"11101",11101,9
"11102",11102,9
"11103",11103,9
"11104",11104,9
"11105",11105,9
"11106",11106,9
"11107",11107,9
"11108",11108,9
"11109",11109,9
"11110",11110,9
"11111",11111,9
"11112",11112,9
"11113",11113,6
"11114",11114,6
"11115",11115,6
"11116",11116,6
"11117",11117,6
"11118",11118,6
"11119",11119,6
"11120",11120,6
"11121",11121,6
"11122",11122,6
"11123",11123,6
"11124",11124,6
"11125",11125,6
"11126",11126,6
"11127",11127,6
"11128",11128,6
"11129",11129,9
"11130",11130,9
"11131",11131,9
"11132",11132,9
"11133",11133,9
"11134",11134,9
"11135",11135,9
"11136",11136,9
"11137",11137,9
"11138",11138,9
"11139",11139,9
"11140",11140,9
"11141",11141,5
"11142",11142,9
"11143",11143,9
"11144",11144,9
"11145",11145,9
"11146",11146,9
"11147",11147,9
"11148",11148,9
"11149",11149,9
"11150",11150,9
"11151",11151,9
"11152",11152,9
"11153",11153,9
"11154",11154,9
"11155",11155,9
"11156",11156,9
"11157",11157,9
"11158",11158,9
"11159",11159,9
"11160",11160,9
"11161",11161,5
"11162",11162,5
"11163",11163,5
"11164",11164,5
"11165",11165,5
"11166",11166,5
"11167",11167,5
"11168",11168,5
"11169",11169,5
"11170",11170,5
"11171",11171,5
"11172",11172,5
"11173",11173,5
"11174",11174,5
"11175",11175,5
"11176",11176,5
"11177",11177,9
"11178",11178,9
"11179",11179,9
"11180",11180,9
"11181",11181,9
"11182",11182,9
"11183",11183,9
"11184",11184,9
"11185",11185,9
"11186",11186,9
"11187",11187,9
"11188",11188,9
"11189",11189,9
"11190",11190,9
"11191",11191,9
"11192",11192,5
"11193",11193,5
"11194",11194,5
"11195",11195,5
"11196",11196,5
"11197",11197,5
"11198",11198,5
"11199",11199,5
"11200",11200,5
"11201",11201,5
"11202",11202,5
"11203",11203,5
"11204",11204,5
"11205",11205,5
"11206",11206,5
"11207",11207,5
"11208",11208,6
"11209",11209,6
"11210",11210,6
"11211",11211,6
"11212",11212,6
"11213",11213,6
"11214",11214,6
"11215",11215,6
"11216",11216,6
"11217",11217,6
"11218",11218,6
"11219",11219,6
"11220",11220,6
"11221",11221,6
"11222",11222,6
"11223",11223,6
"11224",11224,6
"11225",11225,6
"11226",11226,6
"11227",11227,7
"11228",11228,6
"11229",11229,7
"11230",11230,6
"11231",11231,6
"11232",11232,6
"11233",11233,6
"11234",11234,6
"11235",11235,7
"11236",11236,6
"11237",11237,7
"11238",11238,6
"11239",11239,6
"11240",11240,8
"11241",11241,8
"11242",11242,8
"11243",11243,8
"11244",11244,8
"11245",11245,8
"11246",11246,8
"11247",11247,8
"11248",11248,8
"11249",11249,8
"11250",11250,8
"11251",11251,8
"11252",11252,8
"11253",11253,8
"11254",11254,8
"11255",11255,8
"11256",11256,4
"11257",11257,4
"11258",11258,4
"11259",11259,4
"11260",11260,4
"11261",11261,4
"11262",11262,4
"11263",11263,4
"11264",11264,4
"11265",11265,4
"11266",11266,4
"11267",11267,4
"11268",11268,4
"11269",11269,4
"11270",11270,4
"11271",11271,4
"11272",11272,3
"11273",11273,3
"11274",11274,3
"11275",11275,3
"11276",11276,3
"11277",11277,3
"11278",11278,3
"11279",11279,3
"11280",11280,3
"11281",11281,3
"11282",11282,3
"11283",11283,3
"11284",11284,3
"11285",11285,3
"11286",11286,3
"11287",11287,3
"11288",11288,9
"11289",11289,9
"11290",11290,9
"11291",11291,9
"11292",11292,9
"11293",11293,9
"11294",11294,9
"11295",11295,9
"11296",11296,9
"11297",11297,9
"11298",11298,9
"11299",11299,9
"11300",11300,9
"11301",11301,9
"11302",11302,9
"11303",11303,9
"11304",11304,6
"11305",11305,6
"11306",11306,6
"11307",11307,6
"11308",11308,6
"11309",11309,6
"11310",11310,6
"11311",11311,6
"11312",11312,6
"11313",11313,6
"11314",11314,6
"11315",11315,6
"11316",11316,6
"11317",11317,6
"11318",11318,6
"11319",11319,6
"11320",11320,6
"11321",11321,6
"11322",11322,6
"11323",11323,6
"11324",11324,6
"11325",11325,6
"11326",11326,6
"11327",11327,6
"11328",11328,6
"11329",11329,6
"11330",11330,6
"11331",11331,6
"11332",11332,6
"11333",11333,6
"11334",11334,6
"11335",11335,6
"11336",11336,4
"11337",11337,4
"11338",11338,4
"11339",11339,4
"11340",11340,4
"11341",11341,4
"11342",11342,4
"11343",11343,4
"11344",11344,4
"11345",11345,4
"11346",11346,4
"11347",11347,4
"11348",11348,4
"11349",11349,4
"11350",11350,4
"11351",11351,2
"11352",11352,2
"11353",11353,2
"11354",11354,2
"11355",11355,2
"11356",11356,2
"11357",11357,2
"11358",11358,2
"11359",11359,2
"11360",11360,2
"11361",11361,2
"11362",11362,2
"11363",11363,2
"11364",11364,2
"11365",11365,2
"11366",11366,2
"11367",11367,2
"11368",11368,2
"11369",11369,2
"11370",11370,2
"11371",11371,2
"11372",11372,2
"11373",11373,2
"11374",11374,2
"11375",11375,2
"11376",11376,2
"11377",11377,2
"11378",11378,2
"11379",11379,2
"11380",11380,6
"11381",11381,6
"11382",11382,6
"11383",11383,6
"11384",11384,6
"11385",11385,6
"11386",11386,6
"11387",11387,6
"11388",11388,6
"11389",11389,6
"11390",11390,6
"11391",11391,6
"11392",11392,6
"11393",11393,6
"11394",11394,6
"11395",11395,4
"11396",11396,7
"11397",11397,7
"11398",11398,7
"11399",11399,7
"11400",11400,7
"11401",11401,7
"11402",11402,7
"11403",11403,7
"11404",11404,7
"11405",11405,7
"11406",11406,7
"11407",11407,7
"11408",11408,7
"11409",11409,7
"11410",11410,7
"11411",11411,7
"11412",11412,9
"11413",11413,9
"11414",11414,9
"11415",11415,9
"11416",11416,9
"11417",11417,9
"11418",11418,9
"11419",11419,9
"11420",11420,9
"11421",11421,9
"11422",11422,9
"11423",11423,9
"11424",11424,9
"11425",11425,9
"11426",11426,9
"11427",11427,9
"11428",11428,7
"11429",11429,7
"11430",11430,7
"11431",11431,7
"11432",11432,7
"11433",11433,7
"11434",11434,7
"11435",11435,7
"11436",11436,7
"11437",11437,7
"11438",11438,7
"11439",11439,7
"11440",11440,7
"11441",11441,7
"11442",11442,7
"11443",11443,7
"11444",11444,7
"11445",11445,7
"11446",11446,7
"11447",11447,7
"11448",11448,7
"11449",11449,7
"11450",11450,7
"11451",11451,7
"11452",11452,7
"11453",11453,7
"11454",11454,7
"11455",11455,7
"11456",11456,7
"11457",11457,5
"11458",11458,5
"11459",11459,5
"11460",11460,5
"11461",11461,5
"11462",11462,5
"11463",11463,5
"11464",11464,5
"11465",11465,5
"11466",11466,5
"11467",11467,5
"11468",11468,5
"11469",11469,5
"11470",11470,5
"11471",11471,5
"11472",11472,5
"11473",11473,8
"11474",11474,8
"11475",11475,8
"11476",11476,8
"11477",11477,8
"11478",11478,8
"11479",11479,8
"11480",11480,8
"11481",11481,8
"11482",11482,8
"11483",11483,8
"11484",11484,8
"11485",11485,8
"11486",11486,8
"11487",11487,8
"11488",11488,8
"11489",11489,5
"11490",11490,5
"11491",11491,5
"11492",11492,5
"11493",11493,5
"11494",11494,5
"11495",11495,5
"11496",11496,5
"11497",11497,5
"11498",11498,5
"11499",11499,5
"11500",11500,5
"11501",11501,5
"11502",11502,5
"11503",11503,5
"11504",11504,2
"11505",11505,2
"11506",11506,2
"11507",11507,2
"11508",11508,2
"11509",11509,2
"11510",11510,2
"11511",11511,2
"11512",11512,2
"11513",11513,2
"11514",11514,2
"11515",11515,2
"11516",11516,2
"11517",11517,2
"11518",11518,2
"11519",11519,5
"11520",11520,5
"11521",11521,5
"11522",11522,5
"11523",11523,5
"11524",11524,5
"11525",11525,5
"11526",11526,5
"11527",11527,5
"11528",11528,5
"11529",11529,5
"11530",11530,5
"11531",11531,5
"11532",11532,5
"11533",11533,5
"11534",11534,5
"11535",11535,5
"11536",11536,5
"11537",11537,5
"11538",11538,5
"11539",11539,5
"11540",11540,5
"11541",11541,5
"11542",11542,5
"11543",11543,5
"11544",11544,5
"11545",11545,5
"11546",11546,5
"11547",11547,5
"11548",11548,5
"11549",11549,1
"11550",11550,1
"11551",11551,1
"11552",11552,1
"11553",11553,1
"11554",11554,1
"11555",11555,1
"11556",11556,1
"11557",11557,1
"11558",11558,1
"11559",11559,1
"11560",11560,1
"11561",11561,1
"11562",11562,6
"11563",11563,6
"11564",11564,6
"11565",11565,6
"11566",11566,6
"11567",11567,1
"11568",11568,6
"11569",11569,6
"11570",11570,6
"11571",11571,6
"11572",11572,6
"11573",11573,6
"11574",11574,1
"11575",11575,6
"11576",11576,6
"11577",11577,2
"11578",11578,2
"11579",11579,2
"11580",11580,2
"11581",11581,2
"11582",11582,2
"11583",11583,2
"11584",11584,2
"11585",11585,2
"11586",11586,2
"11587",11587,2
"11588",11588,2
"11589",11589,2
"11590",11590,2
"11591",11591,2
"11592",11592,7
"11593",11593,7
"11594",11594,7
"11595",11595,7
"11596",11596,7
"11597",11597,7
"11598",11598,7
"11599",11599,7
"11600",11600,7
"11601",11601,7
"11602",11602,7
"11603",11603,7
"11604",11604,7
"11605",11605,7
"11606",11606,7
"11607",11607,5
"11608",11608,5
"11609",11609,5
"11610",11610,5
"11611",11611,5
"11612",11612,5
"11613",11613,5
"11614",11614,5
"11615",11615,5
"11616",11616,5
"11617",11617,5
"11618",11618,5
"11619",11619,5
"11620",11620,5
"11621",11621,5
"11622",11622,5
"11623",11623,5
"11624",11624,5
"11625",11625,5
"11626",11626,9
"11627",11627,5
"11628",11628,5
"11629",11629,5
"11630",11630,5
"11631",11631,5
"11632",11632,5
"11633",11633,9
"11634",11634,5
"11635",11635,5
"11636",11636,5
"11637",11637,4
"11638",11638,4
"11639",11639,4
"11640",11640,4
"11641",11641,4
"11642",11642,4
"11643",11643,4
"11644",11644,4
"11645",11645,4
"11646",11646,4
"11647",11647,4
"11648",11648,4
"11649",11649,4
"11650",11650,4
"11651",11651,4
"11652",11652,5
"11653",11653,5
"11654",11654,5
"11655",11655,5
"11656",11656,5
"11657",11657,5
"11658",11658,5
"11659",11659,5
"11660",11660,5
"11661",11661,5
"11662",11662,5
"11663",11663,5
"11664",11664,5
"11665",11665,5
"11666",11666,5
"11667",11667,6
"11668",11668,6
"11669",11669,6
"11670",11670,6
"11671",11671,6
"11672",11672,6
"11673",11673,6
"11674",11674,6
"11675",11675,6
"11676",11676,6
"11677",11677,6
"11678",11678,6
"11679",11679,6
"11680",11680,6
"11681",11681,6
"11682",11682,2
"11683",11683,2
"11684",11684,2
"11685",11685,2
"11686",11686,2
"11687",11687,2
"11688",11688,2
"11689",11689,2
"11690",11690,2
"11691",11691,2
"11692",11692,2
"11693",11693,2
"11694",11694,2
"11695",11695,9
"11696",11696,9
"11697",11697,9
"11698",11698,9
"11699",11699,9
"11700",11700,9
"11701",11701,9
"11702",11702,9
"11703",11703,9
"11704",11704,9
"11705",11705,9
"11706",11706,9
"11707",11707,9
"11708",11708,9
"11709",11709,9
"11710",11710,1
"11711",11711,1
"11712",11712,1
"11713",11713,1
"11714",11714,1
"11715",11715,6
"11716",11716,1
"11717",11717,1
"11718",11718,1
"11719",11719,1
"11720",11720,1
"11721",11721,1
"11722",11722,6
"11723",11723,1
"11724",11724,1
"11725",11725,1
"11726",11726,1
"11727",11727,1
"11728",11728,1
"11729",11729,2
"11730",11730,1
"11731",11731,1
"11732",11732,1
"11733",11733,1
"11734",11734,1
"11735",11735,1
"11736",11736,2
"11737",11737,1
"11738",11738,1
"11739",11739,1
"11740",11740,5
"11741",11741,5
"11742",11742,5
"11743",11743,5
"11744",11744,5
"11745",11745,1
"11746",11746,5
"11747",11747,5
"11748",11748,5
"11749",11749,5
"11750",11750,5
"11751",11751,5
"11752",11752,9
"11753",11753,5
"11754",11754,5
"11755",11755,5
"11756",11756,5
"11757",11757,5
"11758",11758,5
"11759",11759,5
"11760",11760,5
"11761",11761,5
"11762",11762,5
"11763",11763,5
"11764",11764,5
"11765",11765,5
"11766",11766,5
"11767",11767,5
"11768",11768,4
"11769",11769,5
"11770",11770,5
"11771",11771,1
"11772",11772,1
"11773",11773,1
"11774",11774,1
"11775",11775,1
"11776",11776,1
"11777",11777,1
"11778",11778,1
"11779",11779,1
"11780",11780,1
"11781",11781,1
"11782",11782,1
"11783",11783,1
"11784",11784,1
"11785",11785,1
"11786",11786,2
"11787",11787,2
"11788",11788,2
"11789",11789,2
"11790",11790,2
"11791",11791,2
"11792",11792,2
"11793",11793,2
"11794",11794,2
"11795",11795,2
"11796",11796,2
"11797",11797,2
"11798",11798,2
"11799",11799,2
"11800",11800,2
"11801",11801,2
"11802",11802,8
"11803",11803,8
"11804",11804,8
"11805",11805,8
"11806",11806,8
"11807",11807,8
"11808",11808,8
"11809",11809,8
"11810",11810,8
"11811",11811,8
"11812",11812,8
"11813",11813,8
"11814",11814,8
"11815",11815,8
"11816",11816,8
"11817",11817,1
"11818",11818,1
"11819",11819,1
"11820",11820,1
"11821",11821,1
"11822",11822,1
"11823",11823,1
"11824",11824,1
"11825",11825,1
"11826",11826,1
"11827",11827,1
"11828",11828,1
"11829",11829,1
"11830",11830,1
"11831",11831,1
"11832",11832,1
"11833",11833,3
"11834",11834,3
"11835",11835,3
"11836",11836,3
"11837",11837,3
"11838",11838,3
"11839",11839,3
"11840",11840,3
"11841",11841,3
"11842",11842,3
"11843",11843,3
"11844",11844,3
"11845",11845,3
"11846",11846,3
"11847",11847,3
"11848",11848,3
"11849",11849,5
"11850",11850,5
"11851",11851,5
"11852",11852,1
"11853",11853,2
"11854",11854,9
"11855",11855,9
"11856",11856,7
"11857",11857,7
"11858",11858,7
"11859",11859,7
"11860",11860,7
"11861",11861,7
"11862",11862,7
"11863",11863,7
"11864",11864,7
"11865",11865,7
"11866",11866,7
"11867",11867,7
"11868",11868,7
"11869",11869,7
"11870",11870,7
"11871",11871,7
"11872",11872,7
"11873",11873,7
"11874",11874,7
"11875",11875,7
"11876",11876,7
"11877",11877,7
"11878",11878,7
"11879",11879,7
"11880",11880,7
"11881",11881,7
"11882",11882,7
"11883",11883,7
"11884",11884,7
"11885",11885,7
"11886",11886,7
"11887",11887,7
"11888",11888,2
"11889",11889,2
"11890",11890,2
"11891",11891,2
"11892",11892,2
"11893",11893,2
"11894",11894,2
"11895",11895,2
"11896",11896,2
"11897",11897,2
"11898",11898,2
"11899",11899,2
"11900",11900,2
"11901",11901,2
"11902",11902,2
"11903",11903,2
"11904",11904,4
"11905",11905,4
"11906",11906,4
"11907",11907,4
"11908",11908,4
"11909",11909,4
"11910",11910,4
"11911",11911,4
"11912",11912,4
"11913",11913,4
"11914",11914,4
"11915",11915,4
"11916",11916,4
"11917",11917,4
"11918",11918,4
"11919",11919,4
"11920",11920,8
"11921",11921,8
"11922",11922,8
"11923",11923,8
"11924",11924,8
"11925",11925,8
"11926",11926,8
"11927",11927,1
"11928",11928,8
"11929",11929,8
"11930",11930,8
"11931",11931,8
"11932",11932,8
"11933",11933,8
"11934",11934,8
"11935",11935,1
"11936",11936,2
"11937",11937,2
"11938",11938,2
"11939",11939,2
"11940",11940,2
"11941",11941,2
"11942",11942,2
"11943",11943,2
"11944",11944,2
"11945",11945,2
"11946",11946,2
"11947",11947,2
"11948",11948,2
"11949",11949,2
"11950",11950,2
"11951",11951,2
"11952",11952,2
"11953",11953,2
"11954",11954,2
"11955",11955,2
"11956",11956,2
"11957",11957,2
"11958",11958,7
"11959",11959,1
"11960",11960,2
"11961",11961,3
"11962",11962,2
"11963",11963,2
"11964",11964,2
"11965",11965,2
"11966",11966,2
"11967",11967,2
"11968",11968,2
"11969",11969,7
"11970",11970,1
"11971",11971,2
"11972",11972,3
"11973",11973,2
"11974",11974,2
"11975",11975,2
"11976",11976,2
"11977",11977,2
"11978",11978,2
"11979",11979,2
"11980",11980,2
"11981",11981,2
"11982",11982,2
"11983",11983,2
"11984",11984,2
"11985",11985,2
"11986",11986,2
"11987",11987,2
"11988",11988,2
"11989",11989,2
"11990",11990,2
"11991",11991,2
"11992",11992,2
"11993",11993,2
"11994",11994,2
"11995",11995,2
"11996",11996,2
"11997",11997,2
"11998",11998,2
"11999",11999,2
"12000",12000,2
"12001",12001,2
"12002",12002,2
"12003",12003,2
"12004",12004,2
"12005",12005,2
"12006",12006,4
"12007",12007,4
"12008",12008,4
"12009",12009,4
"12010",12010,4
"12011",12011,4
"12012",12012,4
"12013",12013,4
"12014",12014,4
"12015",12015,4
"12016",12016,4
"12017",12017,4
"12018",12018,4
"12019",12019,4
"12020",12020,4
"12021",12021,4
"12022",12022,8
"12023",12023,8
"12024",12024,8
"12025",12025,8
"12026",12026,8
"12027",12027,8
"12028",12028,8
"12029",12029,8
"12030",12030,8
"12031",12031,8
"12032",12032,8
"12033",12033,8
"12034",12034,8
"12035",12035,8
"12036",12036,8
"12037",12037,8
"12038",12038,3
"12039",12039,3
"12040",12040,3
"12041",12041,3
"12042",12042,3
"12043",12043,3
"12044",12044,3
"12045",12045,3
"12046",12046,3
"12047",12047,3
"12048",12048,3
"12049",12049,3
"12050",12050,3
"12051",12051,3
"12052",12052,3
"12053",12053,3
"12054",12054,2
"12055",12055,2
"12056",12056,2
"12057",12057,2
"12058",12058,2
"12059",12059,2
"12060",12060,2
"12061",12061,2
"12062",12062,2
"12063",12063,2
"12064",12064,2
"12065",12065,2
"12066",12066,2
"12067",12067,2
"12068",12068,2
"12069",12069,2
"12070",12070,3
"12071",12071,3
"12072",12072,3
"12073",12073,3
"12074",12074,3
"12075",12075,3
"12076",12076,3
"12077",12077,3
"12078",12078,3
"12079",12079,3
"12080",12080,3
"12081",12081,3
"12082",12082,3
"12083",12083,3
"12084",12084,3
"12085",12085,3
"12086",12086,2
"12087",12087,2
"12088",12088,2
"12089",12089,2
"12090",12090,2
"12091",12091,2
"12092",12092,2
"12093",12093,2
"12094",12094,2
"12095",12095,2
"12096",12096,2
"12097",12097,2
"12098",12098,2
"12099",12099,2
"12100",12100,3
"12101",12101,6
"12102",12102,3
"12103",12103,2
"12104",12104,5
"12105",12105,4
"12106",12106,1
"12107",12107,2
"12108",12108,2
"12109",12109,7
"12110",12110,7
"12111",12111,7
"12112",12112,7
"12113",12113,7
"12114",12114,7
"12115",12115,7
"12116",12116,7
"12117",12117,7
"12118",12118,7
"12119",12119,7
"12120",12120,7
"12121",12121,7
"12122",12122,7
"12123",12123,7
"12124",12124,7
"12125",12125,8
"12126",12126,8
"12127",12127,8
"12128",12128,8
"12129",12129,8
"12130",12130,8
"12131",12131,8
"12132",12132,8
"12133",12133,8
"12134",12134,8
"12135",12135,8
"12136",12136,8
"12137",12137,8
"12138",12138,8
"12139",12139,8
"12140",12140,8
"12141",12141,9
"12142",12142,9
"12143",12143,9
"12144",12144,9
"12145",12145,9
"12146",12146,9
"12147",12147,9
"12148",12148,9
"12149",12149,9
"12150",12150,9
"12151",12151,9
"12152",12152,9
"12153",12153,5
"12154",12154,9
"12155",12155,9
"12156",12156,9
"12157",12157,2
"12158",12158,2
"12159",12159,2
"12160",12160,2
"12161",12161,2
"12162",12162,2
"12163",12163,2
"12164",12164,2
"12165",12165,2
"12166",12166,2
"12167",12167,2
"12168",12168,2
"12169",12169,2
"12170",12170,2
"12171",12171,2
"12172",12172,5
"12173",12173,5
"12174",12174,5
"12175",12175,5
"12176",12176,5
"12177",12177,5
"12178",12178,5
"12179",12179,8
"12180",12180,5
"12181",12181,5
"12182",12182,5
"12183",12183,5
"12184",12184,5
"12185",12185,5
"12186",12186,5
"12187",12187,8
"12188",12188,5
"12189",12189,5
"12190",12190,5
"12191",12191,5
"12192",12192,5
"12193",12193,5
"12194",12194,5
"12195",12195,5
"12196",12196,5
"12197",12197,5
"12198",12198,5
"12199",12199,5
"12200",12200,5
"12201",12201,5
"12202",12202,5
"12203",12203,8
"12204",12204,8
"12205",12205,8
"12206",12206,8
"12207",12207,8
"12208",12208,8
"12209",12209,8
"12210",12210,8
"12211",12211,8
"12212",12212,8
"12213",12213,8
"12214",12214,8
"12215",12215,8
"12216",12216,8
"12217",12217,8
"12218",12218,8
"12219",12219,5
"12220",12220,5
"12221",12221,5
"12222",12222,5
"12223",12223,5
"12224",12224,5
"12225",12225,5
"12226",12226,5
"12227",12227,5
"12228",12228,5
"12229",12229,5
"12230",12230,5
"12231",12231,5
"12232",12232,5
"12233",12233,5
"12234",12234,5
"12235",12235,7
"12236",12236,6
"12237",12237,7
"12238",12238,6
"12239",12239,7
"12240",12240,7
"12241",12241,6
"12242",12242,1
"12243",12243,7
"12244",12244,6
"12245",12245,7
"12246",12246,6
"12247",12247,7
"12248",12248,7
"12249",12249,6
"12250",12250,1
"12251",12251,7
"12252",12252,7
"12253",12253,7
"12254",12254,7
"12255",12255,7
"12256",12256,7
"12257",12257,7
"12258",12258,7
"12259",12259,7
"12260",12260,7
"12261",12261,7
"12262",12262,7
"12263",12263,7
"12264",12264,7
"12265",12265,7
"12266",12266,7
"12267",12267,7
"12268",12268,7
"12269",12269,7
"12270",12270,7
"12271",12271,7
"12272",12272,7
"12273",12273,7
"12274",12274,7
"12275",12275,7
"12276",12276,7
"12277",12277,7
"12278",12278,7
"12279",12279,7
"12280",12280,7
"12281",12281,7
"12282",12282,7
"12283",12283,4
"12284",12284,4
"12285",12285,4
"12286",12286,4
"12287",12287,4
"12288",12288,4
"12289",12289,4
"12290",12290,4
"12291",12291,4
"12292",12292,4
"12293",12293,4
"12294",12294,4
"12295",12295,4
"12296",12296,4
"12297",12297,4
"12298",12298,8
"12299",12299,8
