"","Observation Number","Cluster_Membership"
"10855",10855,2
"10856",10856,2
"10857",10857,6
"10858",10858,6
"10859",10859,6
"10860",10860,6
"10861",10861,6
"10862",10862,6
"10863",10863,6
"10864",10864,6
"10865",10865,6
"10866",10866,6
"10867",10867,6
"10868",10868,6
"10869",10869,6
"10870",10870,6
"10871",10871,6
"10872",10872,6
"10873",10873,1
"10874",10874,1
"10875",10875,1
"10876",10876,1
"10877",10877,1
"10878",10878,1
"10879",10879,1
"10880",10880,1
"10881",10881,1
"10882",10882,1
"10883",10883,1
"10884",10884,1
"10885",10885,1
"10886",10886,1
"10887",10887,1
"10888",10888,1
"10889",10889,4
"10890",10890,4
"10891",10891,4
"10892",10892,4
"10893",10893,4
"10894",10894,4
"10895",10895,4
"10896",10896,4
"10897",10897,4
"10898",10898,4
"10899",10899,4
"10900",10900,4
"10901",10901,4
"10902",10902,4
"10903",10903,4
"10904",10904,4
"10905",10905,6
"10906",10906,6
"10907",10907,6
"10908",10908,6
"10909",10909,6
"10910",10910,6
"10911",10911,6
"10912",10912,6
"10913",10913,6
"10914",10914,6
"10915",10915,6
"10916",10916,6
"10917",10917,6
"10918",10918,6
"10919",10919,6
"10920",10920,6
"10921",10921,4
"10922",10922,4
"10923",10923,4
"10924",10924,4
"10925",10925,4
"10926",10926,4
"10927",10927,4
"10928",10928,4
"10929",10929,4
"10930",10930,4
"10931",10931,4
"10932",10932,4
"10933",10933,4
"10934",10934,4
"10935",10935,4
"10936",10936,4
"10937",10937,1
"10938",10938,1
"10939",10939,1
"10940",10940,1
"10941",10941,1
"10942",10942,1
"10943",10943,1
"10944",10944,1
"10945",10945,1
"10946",10946,1
"10947",10947,1
"10948",10948,1
"10949",10949,1
"10950",10950,1
"10951",10951,1
"10952",10952,1
"10953",10953,3
"10954",10954,3
"10955",10955,3
"10956",10956,3
"10957",10957,3
"10958",10958,3
"10959",10959,3
"10960",10960,3
"10961",10961,3
"10962",10962,3
"10963",10963,3
"10964",10964,3
"10965",10965,3
"10966",10966,3
"10967",10967,3
"10968",10968,3
"10969",10969,6
"10970",10970,6
"10971",10971,6
"10972",10972,6
"10973",10973,6
"10974",10974,6
"10975",10975,6
"10976",10976,6
"10977",10977,6
"10978",10978,6
"10979",10979,6
"10980",10980,6
"10981",10981,6
"10982",10982,6
"10983",10983,6
"10984",10984,6
"10985",10985,6
"10986",10986,6
"10987",10987,6
"10988",10988,6
"10989",10989,6
"10990",10990,6
"10991",10991,6
"10992",10992,6
"10993",10993,6
"10994",10994,6
"10995",10995,6
"10996",10996,6
"10997",10997,6
"10998",10998,6
"10999",10999,6
"11000",11000,6
"11001",11001,2
"11002",11002,2
"11003",11003,2
"11004",11004,2
"11005",11005,2
"11006",11006,2
"11007",11007,2
"11008",11008,2
"11009",11009,2
"11010",11010,2
"11011",11011,2
"11012",11012,2
"11013",11013,2
"11014",11014,2
"11015",11015,2
"11016",11016,2
"11017",11017,1
"11018",11018,1
"11019",11019,1
"11020",11020,1
"11021",11021,1
"11022",11022,1
"11023",11023,1
"11024",11024,1
"11025",11025,1
"11026",11026,1
"11027",11027,1
"11028",11028,1
"11029",11029,1
"11030",11030,1
"11031",11031,1
"11032",11032,1
"11033",11033,1
"11034",11034,1
"11035",11035,1
"11036",11036,1
"11037",11037,1
"11038",11038,1
"11039",11039,1
"11040",11040,1
"11041",11041,1
"11042",11042,1
"11043",11043,1
"11044",11044,1
"11045",11045,1
"11046",11046,1
"11047",11047,1
"11048",11048,1
"11049",11049,6
"11050",11050,6
"11051",11051,6
"11052",11052,6
"11053",11053,6
"11054",11054,6
"11055",11055,6
"11056",11056,6
"11057",11057,6
"11058",11058,6
"11059",11059,6
"11060",11060,6
"11061",11061,6
"11062",11062,6
"11063",11063,6
"11064",11064,6
"11065",11065,6
"11066",11066,6
"11067",11067,6
"11068",11068,6
"11069",11069,6
"11070",11070,6
"11071",11071,6
"11072",11072,6
"11073",11073,6
"11074",11074,6
"11075",11075,6
"11076",11076,6
"11077",11077,6
"11078",11078,6
"11079",11079,6
"11080",11080,6
"11081",11081,6
"11082",11082,6
"11083",11083,6
"11084",11084,6
"11085",11085,6
"11086",11086,6
"11087",11087,6
"11088",11088,6
"11089",11089,6
"11090",11090,6
"11091",11091,6
"11092",11092,6
"11093",11093,6
"11094",11094,6
"11095",11095,6
"11096",11096,6
"11097",11097,4
"11098",11098,4
"11099",11099,4
"11100",11100,4
"11101",11101,4
"11102",11102,4
"11103",11103,4
"11104",11104,4
"11105",11105,4
"11106",11106,4
"11107",11107,4
"11108",11108,4
"11109",11109,4
"11110",11110,4
"11111",11111,4
"11112",11112,4
"11113",11113,6
"11114",11114,6
"11115",11115,6
"11116",11116,6
"11117",11117,6
"11118",11118,6
"11119",11119,6
"11120",11120,6
"11121",11121,6
"11122",11122,6
"11123",11123,6
"11124",11124,6
"11125",11125,6
"11126",11126,6
"11127",11127,6
"11128",11128,6
"11129",11129,4
"11130",11130,4
"11131",11131,4
"11132",11132,4
"11133",11133,4
"11134",11134,4
"11135",11135,4
"11136",11136,4
"11137",11137,4
"11138",11138,4
"11139",11139,4
"11140",11140,4
"11141",11141,1
"11142",11142,4
"11143",11143,4
"11144",11144,4
"11145",11145,2
"11146",11146,2
"11147",11147,2
"11148",11148,2
"11149",11149,2
"11150",11150,2
"11151",11151,2
"11152",11152,2
"11153",11153,2
"11154",11154,2
"11155",11155,2
"11156",11156,2
"11157",11157,2
"11158",11158,2
"11159",11159,2
"11160",11160,2
"11161",11161,4
"11162",11162,4
"11163",11163,4
"11164",11164,4
"11165",11165,4
"11166",11166,4
"11167",11167,4
"11168",11168,4
"11169",11169,4
"11170",11170,4
"11171",11171,4
"11172",11172,4
"11173",11173,4
"11174",11174,4
"11175",11175,4
"11176",11176,4
"11177",11177,2
"11178",11178,2
"11179",11179,2
"11180",11180,2
"11181",11181,2
"11182",11182,2
"11183",11183,2
"11184",11184,2
"11185",11185,2
"11186",11186,2
"11187",11187,2
"11188",11188,2
"11189",11189,2
"11190",11190,2
"11191",11191,2
"11192",11192,1
"11193",11193,1
"11194",11194,1
"11195",11195,1
"11196",11196,1
"11197",11197,1
"11198",11198,1
"11199",11199,1
"11200",11200,1
"11201",11201,1
"11202",11202,1
"11203",11203,1
"11204",11204,1
"11205",11205,1
"11206",11206,1
"11207",11207,1
"11208",11208,6
"11209",11209,6
"11210",11210,6
"11211",11211,6
"11212",11212,6
"11213",11213,6
"11214",11214,6
"11215",11215,6
"11216",11216,6
"11217",11217,6
"11218",11218,6
"11219",11219,6
"11220",11220,6
"11221",11221,6
"11222",11222,6
"11223",11223,6
"11224",11224,1
"11225",11225,1
"11226",11226,1
"11227",11227,1
"11228",11228,1
"11229",11229,1
"11230",11230,1
"11231",11231,1
"11232",11232,1
"11233",11233,1
"11234",11234,1
"11235",11235,1
"11236",11236,1
"11237",11237,1
"11238",11238,1
"11239",11239,1
"11240",11240,5
"11241",11241,5
"11242",11242,5
"11243",11243,5
"11244",11244,5
"11245",11245,5
"11246",11246,5
"11247",11247,5
"11248",11248,5
"11249",11249,5
"11250",11250,5
"11251",11251,5
"11252",11252,5
"11253",11253,5
"11254",11254,5
"11255",11255,5
"11256",11256,6
"11257",11257,6
"11258",11258,6
"11259",11259,6
"11260",11260,6
"11261",11261,6
"11262",11262,6
"11263",11263,6
"11264",11264,6
"11265",11265,6
"11266",11266,6
"11267",11267,6
"11268",11268,6
"11269",11269,6
"11270",11270,6
"11271",11271,6
"11272",11272,3
"11273",11273,3
"11274",11274,3
"11275",11275,3
"11276",11276,3
"11277",11277,3
"11278",11278,3
"11279",11279,3
"11280",11280,3
"11281",11281,3
"11282",11282,3
"11283",11283,3
"11284",11284,3
"11285",11285,3
"11286",11286,3
"11287",11287,3
"11288",11288,4
"11289",11289,4
"11290",11290,4
"11291",11291,4
"11292",11292,4
"11293",11293,4
"11294",11294,4
"11295",11295,4
"11296",11296,4
"11297",11297,4
"11298",11298,4
"11299",11299,4
"11300",11300,4
"11301",11301,4
"11302",11302,4
"11303",11303,4
"11304",11304,1
"11305",11305,1
"11306",11306,1
"11307",11307,1
"11308",11308,1
"11309",11309,1
"11310",11310,1
"11311",11311,1
"11312",11312,1
"11313",11313,1
"11314",11314,1
"11315",11315,1
"11316",11316,1
"11317",11317,1
"11318",11318,1
"11319",11319,1
"11320",11320,4
"11321",11321,4
"11322",11322,4
"11323",11323,4
"11324",11324,4
"11325",11325,4
"11326",11326,4
"11327",11327,4
"11328",11328,4
"11329",11329,4
"11330",11330,4
"11331",11331,4
"11332",11332,4
"11333",11333,4
"11334",11334,4
"11335",11335,4
"11336",11336,4
"11337",11337,4
"11338",11338,4
"11339",11339,4
"11340",11340,4
"11341",11341,4
"11342",11342,4
"11343",11343,4
"11344",11344,4
"11345",11345,4
"11346",11346,4
"11347",11347,4
"11348",11348,4
"11349",11349,4
"11350",11350,4
"11351",11351,3
"11352",11352,3
"11353",11353,3
"11354",11354,3
"11355",11355,3
"11356",11356,3
"11357",11357,3
"11358",11358,3
"11359",11359,3
"11360",11360,3
"11361",11361,3
"11362",11362,3
"11363",11363,3
"11364",11364,3
"11365",11365,1
"11366",11366,1
"11367",11367,1
"11368",11368,1
"11369",11369,1
"11370",11370,1
"11371",11371,1
"11372",11372,1
"11373",11373,1
"11374",11374,1
"11375",11375,1
"11376",11376,1
"11377",11377,1
"11378",11378,1
"11379",11379,1
"11380",11380,1
"11381",11381,1
"11382",11382,1
"11383",11383,1
"11384",11384,1
"11385",11385,1
"11386",11386,1
"11387",11387,1
"11388",11388,1
"11389",11389,1
"11390",11390,1
"11391",11391,1
"11392",11392,1
"11393",11393,1
"11394",11394,1
"11395",11395,4
"11396",11396,6
"11397",11397,6
"11398",11398,6
"11399",11399,6
"11400",11400,6
"11401",11401,6
"11402",11402,6
"11403",11403,6
"11404",11404,6
"11405",11405,6
"11406",11406,6
"11407",11407,6
"11408",11408,6
"11409",11409,6
"11410",11410,6
"11411",11411,6
"11412",11412,5
"11413",11413,5
"11414",11414,5
"11415",11415,5
"11416",11416,5
"11417",11417,5
"11418",11418,5
"11419",11419,5
"11420",11420,5
"11421",11421,5
"11422",11422,5
"11423",11423,5
"11424",11424,5
"11425",11425,5
"11426",11426,5
"11427",11427,5
"11428",11428,6
"11429",11429,6
"11430",11430,6
"11431",11431,6
"11432",11432,6
"11433",11433,6
"11434",11434,6
"11435",11435,6
"11436",11436,6
"11437",11437,6
"11438",11438,6
"11439",11439,6
"11440",11440,6
"11441",11441,6
"11442",11442,6
"11443",11443,6
"11444",11444,6
"11445",11445,6
"11446",11446,6
"11447",11447,6
"11448",11448,6
"11449",11449,6
"11450",11450,6
"11451",11451,6
"11452",11452,6
"11453",11453,6
"11454",11454,6
"11455",11455,6
"11456",11456,6
"11457",11457,6
"11458",11458,6
"11459",11459,6
"11460",11460,6
"11461",11461,6
"11462",11462,6
"11463",11463,6
"11464",11464,6
"11465",11465,6
"11466",11466,6
"11467",11467,6
"11468",11468,6
"11469",11469,6
"11470",11470,6
"11471",11471,6
"11472",11472,6
"11473",11473,5
"11474",11474,5
"11475",11475,5
"11476",11476,5
"11477",11477,5
"11478",11478,5
"11479",11479,5
"11480",11480,5
"11481",11481,5
"11482",11482,5
"11483",11483,5
"11484",11484,5
"11485",11485,5
"11486",11486,5
"11487",11487,5
"11488",11488,5
"11489",11489,1
"11490",11490,1
"11491",11491,1
"11492",11492,1
"11493",11493,1
"11494",11494,1
"11495",11495,1
"11496",11496,1
"11497",11497,1
"11498",11498,1
"11499",11499,1
"11500",11500,1
"11501",11501,1
"11502",11502,1
"11503",11503,1
"11504",11504,5
"11505",11505,5
"11506",11506,5
"11507",11507,5
"11508",11508,5
"11509",11509,5
"11510",11510,5
"11511",11511,5
"11512",11512,5
"11513",11513,5
"11514",11514,5
"11515",11515,5
"11516",11516,5
"11517",11517,5
"11518",11518,5
"11519",11519,6
"11520",11520,6
"11521",11521,6
"11522",11522,6
"11523",11523,6
"11524",11524,6
"11525",11525,6
"11526",11526,6
"11527",11527,6
"11528",11528,6
"11529",11529,6
"11530",11530,6
"11531",11531,6
"11532",11532,6
"11533",11533,6
"11534",11534,6
"11535",11535,6
"11536",11536,6
"11537",11537,6
"11538",11538,6
"11539",11539,6
"11540",11540,6
"11541",11541,6
"11542",11542,6
"11543",11543,6
"11544",11544,6
"11545",11545,6
"11546",11546,6
"11547",11547,6
"11548",11548,6
"11549",11549,1
"11550",11550,1
"11551",11551,1
"11552",11552,1
"11553",11553,1
"11554",11554,1
"11555",11555,1
"11556",11556,1
"11557",11557,1
"11558",11558,1
"11559",11559,1
"11560",11560,1
"11561",11561,1
"11562",11562,6
"11563",11563,6
"11564",11564,6
"11565",11565,6
"11566",11566,6
"11567",11567,6
"11568",11568,6
"11569",11569,6
"11570",11570,6
"11571",11571,6
"11572",11572,6
"11573",11573,6
"11574",11574,6
"11575",11575,6
"11576",11576,6
"11577",11577,3
"11578",11578,3
"11579",11579,3
"11580",11580,3
"11581",11581,3
"11582",11582,3
"11583",11583,3
"11584",11584,3
"11585",11585,3
"11586",11586,3
"11587",11587,3
"11588",11588,3
"11589",11589,3
"11590",11590,3
"11591",11591,3
"11592",11592,6
"11593",11593,6
"11594",11594,6
"11595",11595,6
"11596",11596,6
"11597",11597,6
"11598",11598,6
"11599",11599,6
"11600",11600,6
"11601",11601,6
"11602",11602,6
"11603",11603,6
"11604",11604,6
"11605",11605,6
"11606",11606,6
"11607",11607,2
"11608",11608,2
"11609",11609,2
"11610",11610,2
"11611",11611,2
"11612",11612,2
"11613",11613,2
"11614",11614,2
"11615",11615,2
"11616",11616,2
"11617",11617,2
"11618",11618,2
"11619",11619,2
"11620",11620,2
"11621",11621,2
"11622",11622,1
"11623",11623,1
"11624",11624,1
"11625",11625,1
"11626",11626,1
"11627",11627,1
"11628",11628,1
"11629",11629,1
"11630",11630,1
"11631",11631,1
"11632",11632,1
"11633",11633,1
"11634",11634,1
"11635",11635,1
"11636",11636,1
"11637",11637,1
"11638",11638,1
"11639",11639,1
"11640",11640,1
"11641",11641,1
"11642",11642,1
"11643",11643,1
"11644",11644,1
"11645",11645,1
"11646",11646,1
"11647",11647,1
"11648",11648,1
"11649",11649,1
"11650",11650,1
"11651",11651,1
"11652",11652,1
"11653",11653,1
"11654",11654,1
"11655",11655,1
"11656",11656,1
"11657",11657,1
"11658",11658,1
"11659",11659,1
"11660",11660,1
"11661",11661,1
"11662",11662,1
"11663",11663,1
"11664",11664,1
"11665",11665,1
"11666",11666,1
"11667",11667,6
"11668",11668,6
"11669",11669,6
"11670",11670,6
"11671",11671,6
"11672",11672,6
"11673",11673,6
"11674",11674,6
"11675",11675,6
"11676",11676,6
"11677",11677,6
"11678",11678,6
"11679",11679,6
"11680",11680,6
"11681",11681,6
"11682",11682,2
"11683",11683,2
"11684",11684,2
"11685",11685,2
"11686",11686,2
"11687",11687,2
"11688",11688,2
"11689",11689,2
"11690",11690,2
"11691",11691,2
"11692",11692,2
"11693",11693,2
"11694",11694,2
"11695",11695,2
"11696",11696,2
"11697",11697,2
"11698",11698,2
"11699",11699,2
"11700",11700,2
"11701",11701,2
"11702",11702,2
"11703",11703,2
"11704",11704,2
"11705",11705,2
"11706",11706,2
"11707",11707,2
"11708",11708,2
"11709",11709,2
"11710",11710,2
"11711",11711,2
"11712",11712,2
"11713",11713,2
"11714",11714,2
"11715",11715,2
"11716",11716,2
"11717",11717,2
"11718",11718,2
"11719",11719,2
"11720",11720,2
"11721",11721,2
"11722",11722,2
"11723",11723,2
"11724",11724,2
"11725",11725,6
"11726",11726,6
"11727",11727,6
"11728",11728,6
"11729",11729,6
"11730",11730,6
"11731",11731,6
"11732",11732,6
"11733",11733,6
"11734",11734,6
"11735",11735,6
"11736",11736,6
"11737",11737,6
"11738",11738,6
"11739",11739,6
"11740",11740,6
"11741",11741,6
"11742",11742,6
"11743",11743,6
"11744",11744,6
"11745",11745,6
"11746",11746,6
"11747",11747,6
"11748",11748,6
"11749",11749,6
"11750",11750,6
"11751",11751,6
"11752",11752,6
"11753",11753,6
"11754",11754,6
"11755",11755,1
"11756",11756,1
"11757",11757,1
"11758",11758,1
"11759",11759,1
"11760",11760,1
"11761",11761,1
"11762",11762,1
"11763",11763,1
"11764",11764,1
"11765",11765,1
"11766",11766,1
"11767",11767,1
"11768",11768,6
"11769",11769,1
"11770",11770,1
"11771",11771,6
"11772",11772,6
"11773",11773,6
"11774",11774,6
"11775",11775,6
"11776",11776,6
"11777",11777,6
"11778",11778,6
"11779",11779,6
"11780",11780,6
"11781",11781,6
"11782",11782,6
"11783",11783,6
"11784",11784,6
"11785",11785,6
"11786",11786,1
"11787",11787,1
"11788",11788,1
"11789",11789,1
"11790",11790,1
"11791",11791,1
"11792",11792,1
"11793",11793,1
"11794",11794,1
"11795",11795,1
"11796",11796,1
"11797",11797,1
"11798",11798,1
"11799",11799,1
"11800",11800,1
"11801",11801,1
"11802",11802,2
"11803",11803,2
"11804",11804,2
"11805",11805,2
"11806",11806,2
"11807",11807,2
"11808",11808,2
"11809",11809,2
"11810",11810,2
"11811",11811,2
"11812",11812,2
"11813",11813,2
"11814",11814,2
"11815",11815,2
"11816",11816,2
"11817",11817,1
"11818",11818,1
"11819",11819,1
"11820",11820,1
"11821",11821,1
"11822",11822,1
"11823",11823,1
"11824",11824,1
"11825",11825,1
"11826",11826,1
"11827",11827,1
"11828",11828,1
"11829",11829,1
"11830",11830,1
"11831",11831,1
"11832",11832,1
"11833",11833,3
"11834",11834,3
"11835",11835,3
"11836",11836,3
"11837",11837,3
"11838",11838,3
"11839",11839,3
"11840",11840,3
"11841",11841,3
"11842",11842,3
"11843",11843,3
"11844",11844,3
"11845",11845,3
"11846",11846,3
"11847",11847,3
"11848",11848,3
"11849",11849,3
"11850",11850,3
"11851",11851,3
"11852",11852,3
"11853",11853,3
"11854",11854,3
"11855",11855,3
"11856",11856,1
"11857",11857,1
"11858",11858,1
"11859",11859,1
"11860",11860,1
"11861",11861,1
"11862",11862,1
"11863",11863,1
"11864",11864,1
"11865",11865,1
"11866",11866,1
"11867",11867,1
"11868",11868,1
"11869",11869,1
"11870",11870,1
"11871",11871,1
"11872",11872,1
"11873",11873,1
"11874",11874,1
"11875",11875,1
"11876",11876,1
"11877",11877,1
"11878",11878,1
"11879",11879,1
"11880",11880,1
"11881",11881,1
"11882",11882,1
"11883",11883,1
"11884",11884,1
"11885",11885,1
"11886",11886,1
"11887",11887,1
"11888",11888,5
"11889",11889,5
"11890",11890,5
"11891",11891,5
"11892",11892,5
"11893",11893,5
"11894",11894,5
"11895",11895,5
"11896",11896,5
"11897",11897,5
"11898",11898,5
"11899",11899,5
"11900",11900,5
"11901",11901,5
"11902",11902,5
"11903",11903,5
"11904",11904,6
"11905",11905,6
"11906",11906,6
"11907",11907,6
"11908",11908,6
"11909",11909,6
"11910",11910,6
"11911",11911,6
"11912",11912,6
"11913",11913,6
"11914",11914,6
"11915",11915,6
"11916",11916,6
"11917",11917,6
"11918",11918,6
"11919",11919,6
"11920",11920,3
"11921",11921,3
"11922",11922,3
"11923",11923,3
"11924",11924,3
"11925",11925,5
"11926",11926,3
"11927",11927,6
"11928",11928,3
"11929",11929,3
"11930",11930,3
"11931",11931,3
"11932",11932,3
"11933",11933,5
"11934",11934,3
"11935",11935,6
"11936",11936,1
"11937",11937,1
"11938",11938,1
"11939",11939,1
"11940",11940,1
"11941",11941,1
"11942",11942,1
"11943",11943,1
"11944",11944,1
"11945",11945,1
"11946",11946,1
"11947",11947,1
"11948",11948,1
"11949",11949,1
"11950",11950,1
"11951",11951,1
"11952",11952,4
"11953",11953,4
"11954",11954,4
"11955",11955,4
"11956",11956,4
"11957",11957,4
"11958",11958,6
"11959",11959,6
"11960",11960,4
"11961",11961,5
"11962",11962,4
"11963",11963,4
"11964",11964,4
"11965",11965,4
"11966",11966,4
"11967",11967,4
"11968",11968,4
"11969",11969,6
"11970",11970,6
"11971",11971,4
"11972",11972,5
"11973",11973,4
"11974",11974,5
"11975",11975,5
"11976",11976,5
"11977",11977,5
"11978",11978,5
"11979",11979,5
"11980",11980,5
"11981",11981,5
"11982",11982,5
"11983",11983,5
"11984",11984,5
"11985",11985,5
"11986",11986,5
"11987",11987,5
"11988",11988,5
"11989",11989,5
"11990",11990,4
"11991",11991,4
"11992",11992,4
"11993",11993,4
"11994",11994,4
"11995",11995,4
"11996",11996,4
"11997",11997,4
"11998",11998,4
"11999",11999,4
"12000",12000,4
"12001",12001,4
"12002",12002,4
"12003",12003,4
"12004",12004,4
"12005",12005,4
"12006",12006,1
"12007",12007,1
"12008",12008,1
"12009",12009,1
"12010",12010,1
"12011",12011,1
"12012",12012,1
"12013",12013,1
"12014",12014,1
"12015",12015,1
"12016",12016,1
"12017",12017,1
"12018",12018,1
"12019",12019,1
"12020",12020,1
"12021",12021,1
"12022",12022,5
"12023",12023,5
"12024",12024,5
"12025",12025,5
"12026",12026,5
"12027",12027,5
"12028",12028,5
"12029",12029,5
"12030",12030,5
"12031",12031,5
"12032",12032,5
"12033",12033,5
"12034",12034,5
"12035",12035,5
"12036",12036,5
"12037",12037,5
"12038",12038,3
"12039",12039,3
"12040",12040,3
"12041",12041,3
"12042",12042,3
"12043",12043,3
"12044",12044,3
"12045",12045,3
"12046",12046,3
"12047",12047,3
"12048",12048,3
"12049",12049,3
"12050",12050,3
"12051",12051,3
"12052",12052,3
"12053",12053,3
"12054",12054,4
"12055",12055,4
"12056",12056,4
"12057",12057,4
"12058",12058,4
"12059",12059,4
"12060",12060,4
"12061",12061,4
"12062",12062,4
"12063",12063,4
"12064",12064,4
"12065",12065,4
"12066",12066,4
"12067",12067,4
"12068",12068,4
"12069",12069,4
"12070",12070,6
"12071",12071,6
"12072",12072,6
"12073",12073,6
"12074",12074,6
"12075",12075,6
"12076",12076,6
"12077",12077,6
"12078",12078,6
"12079",12079,6
"12080",12080,6
"12081",12081,6
"12082",12082,6
"12083",12083,6
"12084",12084,6
"12085",12085,6
"12086",12086,2
"12087",12087,2
"12088",12088,2
"12089",12089,2
"12090",12090,2
"12091",12091,2
"12092",12092,2
"12093",12093,2
"12094",12094,2
"12095",12095,2
"12096",12096,2
"12097",12097,2
"12098",12098,2
"12099",12099,2
"12100",12100,2
"12101",12101,2
"12102",12102,2
"12103",12103,2
"12104",12104,2
"12105",12105,2
"12106",12106,2
"12107",12107,2
"12108",12108,2
"12109",12109,6
"12110",12110,6
"12111",12111,6
"12112",12112,6
"12113",12113,6
"12114",12114,6
"12115",12115,6
"12116",12116,6
"12117",12117,6
"12118",12118,6
"12119",12119,6
"12120",12120,6
"12121",12121,6
"12122",12122,6
"12123",12123,6
"12124",12124,6
"12125",12125,5
"12126",12126,5
"12127",12127,5
"12128",12128,5
"12129",12129,5
"12130",12130,5
"12131",12131,5
"12132",12132,5
"12133",12133,5
"12134",12134,5
"12135",12135,5
"12136",12136,5
"12137",12137,5
"12138",12138,5
"12139",12139,5
"12140",12140,5
"12141",12141,1
"12142",12142,1
"12143",12143,1
"12144",12144,1
"12145",12145,1
"12146",12146,1
"12147",12147,1
"12148",12148,1
"12149",12149,1
"12150",12150,1
"12151",12151,1
"12152",12152,1
"12153",12153,4
"12154",12154,1
"12155",12155,1
"12156",12156,1
"12157",12157,2
"12158",12158,2
"12159",12159,2
"12160",12160,2
"12161",12161,2
"12162",12162,2
"12163",12163,2
"12164",12164,2
"12165",12165,2
"12166",12166,2
"12167",12167,2
"12168",12168,2
"12169",12169,2
"12170",12170,2
"12171",12171,2
"12172",12172,3
"12173",12173,3
"12174",12174,3
"12175",12175,3
"12176",12176,3
"12177",12177,3
"12178",12178,3
"12179",12179,5
"12180",12180,3
"12181",12181,3
"12182",12182,3
"12183",12183,3
"12184",12184,3
"12185",12185,3
"12186",12186,3
"12187",12187,5
"12188",12188,6
"12189",12189,6
"12190",12190,6
"12191",12191,6
"12192",12192,6
"12193",12193,6
"12194",12194,6
"12195",12195,6
"12196",12196,6
"12197",12197,6
"12198",12198,6
"12199",12199,6
"12200",12200,6
"12201",12201,6
"12202",12202,6
"12203",12203,4
"12204",12204,4
"12205",12205,4
"12206",12206,4
"12207",12207,4
"12208",12208,4
"12209",12209,4
"12210",12210,4
"12211",12211,4
"12212",12212,4
"12213",12213,4
"12214",12214,4
"12215",12215,4
"12216",12216,4
"12217",12217,4
"12218",12218,4
"12219",12219,1
"12220",12220,1
"12221",12221,1
"12222",12222,1
"12223",12223,1
"12224",12224,1
"12225",12225,1
"12226",12226,1
"12227",12227,1
"12228",12228,1
"12229",12229,1
"12230",12230,1
"12231",12231,1
"12232",12232,1
"12233",12233,1
"12234",12234,1
"12235",12235,6
"12236",12236,6
"12237",12237,6
"12238",12238,6
"12239",12239,6
"12240",12240,6
"12241",12241,6
"12242",12242,6
"12243",12243,6
"12244",12244,6
"12245",12245,6
"12246",12246,6
"12247",12247,6
"12248",12248,6
"12249",12249,6
"12250",12250,6
"12251",12251,6
"12252",12252,6
"12253",12253,6
"12254",12254,6
"12255",12255,6
"12256",12256,6
"12257",12257,6
"12258",12258,6
"12259",12259,6
"12260",12260,6
"12261",12261,6
"12262",12262,6
"12263",12263,6
"12264",12264,6
"12265",12265,6
"12266",12266,6
"12267",12267,6
"12268",12268,6
"12269",12269,6
"12270",12270,6
"12271",12271,6
"12272",12272,6
"12273",12273,6
"12274",12274,6
"12275",12275,6
"12276",12276,6
"12277",12277,6
"12278",12278,6
"12279",12279,6
"12280",12280,6
"12281",12281,6
"12282",12282,6
"12283",12283,6
"12284",12284,6
"12285",12285,6
"12286",12286,6
"12287",12287,6
"12288",12288,6
"12289",12289,6
"12290",12290,6
"12291",12291,6
"12292",12292,6
"12293",12293,6
"12294",12294,6
"12295",12295,6
"12296",12296,6
"12297",12297,6
"12298",12298,5
"12299",12299,5
"12300",12300,5
"12301",12301,5
"12302",12302,5
"12303",12303,5
"12304",12304,5
"12305",12305,5
"12306",12306,5
"12307",12307,5
"12308",12308,5
"12309",12309,5
"12310",12310,5
"12311",12311,5
"12312",12312,5
"12313",12313,5
"12314",12314,1
"12315",12315,1
"12316",12316,1
"12317",12317,1
"12318",12318,1
"12319",12319,1
"12320",12320,1
"12321",12321,1
"12322",12322,1
"12323",12323,1
"12324",12324,1
"12325",12325,1
"12326",12326,1
"12327",12327,1
"12328",12328,1
"12329",12329,1
"12330",12330,2
"12331",12331,2
"12332",12332,2
"12333",12333,2
"12334",12334,2
"12335",12335,2
"12336",12336,2
"12337",12337,2
"12338",12338,2
"12339",12339,2
"12340",12340,2
"12341",12341,2
"12342",12342,2
"12343",12343,2
"12344",12344,2
"12345",12345,2
"12346",12346,6
"12347",12347,6
"12348",12348,6
"12349",12349,6
"12350",12350,6
"12351",12351,6
"12352",12352,6
"12353",12353,6
"12354",12354,6
"12355",12355,6
"12356",12356,6
"12357",12357,6
"12358",12358,6
"12359",12359,5
"12360",12360,6
"12361",12361,6
"12362",12362,5
"12363",12363,5
"12364",12364,5
"12365",12365,5
"12366",12366,5
"12367",12367,5
"12368",12368,5
"12369",12369,5
"12370",12370,5
"12371",12371,5
"12372",12372,5
"12373",12373,5
"12374",12374,5
"12375",12375,5
"12376",12376,5
"12377",12377,5
"12378",12378,2
"12379",12379,2
"12380",12380,2
"12381",12381,2
"12382",12382,2
"12383",12383,2
"12384",12384,2
"12385",12385,2
"12386",12386,2
"12387",12387,2
"12388",12388,2
"12389",12389,2
"12390",12390,2
"12391",12391,2
"12392",12392,2
"12393",12393,2
"12394",12394,6
"12395",12395,6
"12396",12396,6
"12397",12397,6
"12398",12398,6
"12399",12399,6
"12400",12400,6
"12401",12401,5
"12402",12402,6
"12403",12403,6
"12404",12404,6
"12405",12405,6
"12406",12406,6
"12407",12407,6
